年度,省份,学校,录取批次,文/理（选科要求）,专业,录取最低分,省内排名,本一线（本科线）,本二线
2021,北京,暨南大学,本科批,不限,会计学,608,7567,400,本二
2021,北京,暨南大学,本科批,不限,税收学,608,7567,400,本二
2021,北京,暨南大学,本科批,不限,日语,606,7851,400,本二
2021,北京,暨南大学,本科批,物理必选,数学与应用数学,606,7851,400,本二
2021,北京,西北工业大学,本科批,物理必选,材料科学与工程（中外合作办学）（中外合作办学）,621,6691,400,本二
2021,北京,西北工业大学,本科批,物/化/生(3选1),生态学（生态文明交叉试验班）,643,3563,400,本二
2021,北京,西北工业大学,本科批,物/化/生(3选1),生物技术（生命科学试验班）,641,3816,400,本二
2021,北京,西北工业大学,本科批,物理必选,软件工程,647,3096,400,本二
2021,北京,西北工业大学,本科批,物理必选,物理学类,645,3347,400,本二
2021,北京,西北工业大学,本科批,物理必选,自动化类,649,2874,400,本二
2021,北京,西北工业大学,本科批,物理必选,能源动力类（航空动力与新能源试验班）,648,2990,400,本二
2021,北京,西北工业大学,本科批,物理必选,航空航天类（智慧三航本研衔接班）,652,2544,400,本二
2021,北京,西北工业大学,本科批,物理必选,高分子材料与工程（中外合作办学）（中外合作办学）,620,6861,400,本二
2021,北京,西北工业大学,本科批,物理必选,管理科学与工程类（管理试验班）,646,3224,400,本二
2021,北京,西北工业大学,本科批,物理必选,软件工程,647,3096,400,本二
2021,北京,西北工业大学,本科批,物理必选,管理科学与工程类（管理试验班）,646,3224,400,本二
2021,北京,西北工业大学,本科批,物理必选,计算机类,650,2754,400,本二
2021,北京,西北工业大学,本科批,物理必选,电子信息类,650,2754,400,本二
2021,北京,西北工业大学,本科批,物理必选,航空航天类,650,2754,400,本二
2021,北京,西北工业大学,本科批,物理必选,航空航天类（陈士橹飞天班）,653,2457,400,本二
2021,北京,西北工业大学,本科批,物理必选,航空航天类（智慧三航本研衔接班）,652,2544,400,本二
2021,北京,南昌大学,本科批,化学、生物(2科必选),麻醉学（五年制）,600,10348,400,本二
2021,北京,南昌大学,本科批,化学、生物(2科必选),临床医学（五年制）,600,10348,400,本二
2021,北京,南昌大学,本科批,化学、生物(2科必选),临床医学（中外合作办学）（中英双学位合作办学）（五年制）,591,12047,400,本二
2021,北京,南昌大学,本科批,不限,经济学,582,13798,400,本二
2021,北京,东南大学,本科批,物/史/地(3选1),建筑类（五年制）,646,3224,400,本二
2021,北京,东南大学,本科批,物理必选,工科试验班（吴健雄班）,657,2083,400,本二
2021,北京,东南大学,本科批,物理必选,理科试验班,647,3096,400,本二
2021,北京,东南大学,本科批,物理必选,计算机类,649,2874,400,本二
2021,北京,东南大学,本科批,物理必选,电子信息类,652,2544,400,本二
2021,北京,东南大学,本科批,物理必选,工科试验班（碳中和与智能制造实验班）,608,8860,400,本二
2021,北京,中国矿业大学,本科批,物理必选,计算机类（5800元，含计算机科学与技术、电子信息科学与技术、信息安全、数据科学与大数据技术）,581,10852,400,本二
2021,北京,中国矿业大学,本科批,物理必选,人工智能,572,12316,400,本二
2021,北京,中国矿业大学,本科批,物理必选,大数据管理与应用,571,12454,400,本二
2021,北京,中国矿业大学,本科批,物理必选,电气类（5800元，含电气工程及其自动化）,570,12613,400,本二
2021,北京,中国矿业大学,本科批,物理必选,电子信息类（5800元，含电子信息工程、自动化）,569,12768,400,本二
2021,北京,中国矿业大学,本科批,物理必选,机械类（5800元，含机械工程、过程装备与控制工程、工业设计、智能制造工程）,566,13255,400,本二
2021,北京,中国矿业大学,本科批,不限,外国语言文学类（5200元，含英语、德语）,566,13255,400,本二
2021,北京,中国矿业大学,本科批,物理必选,土木类（5200元，含土木工程、工程管理、建筑环境与能源应用工程）,566,13255,400,本二
2021,北京,中国矿业大学,本科批,物理必选,材料类（5800元，含材料科学与工程）,565,13403,400,本二
2021,北京,中国矿业大学,本科批,物理必选,新能源材料与器件,565,13403,400,本二
2021,北京,中国矿业大学,本科批,物理必选,遥感科学与技术,564,13576,400,本二
2021,北京,中国矿业大学,本科批,物理必选,测绘类（含测绘工程、地理信息科学）,564,13576,400,本二
2021,北京,中国矿业大学,本科批,物理必选,数学类（含数学与应用数学、统计学）,564,13576,400,本二
2021,北京,中国矿业大学,本科批,物理/化学(2选1),矿业类（5200元，含新能源科学与工程、采矿工程、矿物加工工程、工业工程）,562,13910,400,本二
2021,北京,中国矿业大学,本科批,不限,中国语言文学类（5200元，含汉语言文学）,561,14072,400,本二
2021,北京,中国矿业大学,本科批,不限,经济与贸易类（5200元，含金融学、国际经济与贸易）,560,14215,400,本二
2021,北京,中国矿业大学,本科批,不限,工商管理类（5200元，含会计学、人力资源管理、市场营销、电子商务）,559,14389,400,本二
2021,北京,中国矿业大学,本科批,不限,公共管理类（5200元，含行政管理）,559,14389,400,本二
2021,北京,南京大学,本科批,物理必选,人工智能（办学地点仙林校区）,667,972,400,本二
2021,北京,南京大学,本科批,物理必选,计算机科学与技术（办学地点仙林校区）,666,1014,400,本二
2021,北京,南京大学,本科批,不限,社会科学试验班（5720元，含法学、编辑出版学、社会学、社会工作、应用心理学、行政管理、劳动与社会保障、图书馆学、档案学）（办学地点仙林校区）,666,1014,400,本二
2021,北京,南京大学,本科批,物理必选,理科试验班（数理科学类）（6050元，含数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学、天文学、空间科学与技术、大气科学、应用气象学）（办学地点仙林校区）,666,1014,400,本二
2021,北京,南京大学,本科批,物理必选,软件工程（6380元，第三、四年学费为16000元/年）（办学地点仙林校区）,665,1087,400,本二
2021,北京,南京大学,本科批,物理、化学(2科必选),理科试验班类（匡亚明学院大理科班）（6050元，含物理学类、计算机类、数学类、天文学类、生物科学类、化学类）（办学地点仙林校区）,665,1087,400,本二
2021,北京,南京大学,本科批,不限,经济管理试验班（5720元，含经济学、金融学、金融工程、保险学、经济学（产业经济学方向）、工商管理、市场营销、会计学、财务管理、电子商务、工商管理（人力资源方向）、国际经济与贸易）（办学地点仙林校区）,664,1150,400,本二
2021,北京,南京大学,本科批,物理必选,工科试验班（6380元，含材料物理、材料化学、新能源科学与工程、光电信息科学与工程、生物医学工程、自动化、建筑学、城乡规划、工业工程类）（办学地点仙林校区）,664,1150,400,本二
2021,北京,南京大学,本科批,物理必选,电子信息类（6380元，含电子信息科学与技术、通信工程、微电子科学与工程、集成电路设计与集成系统）（办学地点仙林校区）,663,1215,400,本二
2021,北京,南京理工大学,本科批,物理必选,电子信息类,620,5999,400,本二
2021,北京,南京理工大学,本科批,物理必选,计算机类,619,6115,400,本二
2021,北京,南京理工大学,本科批,物理必选,自动化类,616,6509,400,本二
2021,北京,南京理工大学,本科批,物理必选,机械类,616,6509,400,本二
2021,北京,南京理工大学,本科批,物理必选,武器发射工程,613,6912,400,本二
2021,北京,南京理工大学,本科批,物理必选,兵器类,613,6912,400,本二
2021,北京,南京理工大学,本科批,物理必选,工业设计,613,6912,400,本二
2021,北京,南京理工大学,本科批,物理必选,材料类,612,7030,400,本二
2021,北京,南京理工大学,本科批,不限,工商管理类,604,8125,400,本二
2021,北京,南京理工大学,本科批,化学必选,化工与制药类,598,8957,400,本二
2021,北京,南京理工大学,本科批,不限,英语,598,8957,400,本二
2021,北京,南京理工大学,本科批,不限,法学,596,9260,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),种子科学与工程,596,9260,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),生物科学类,578,12007,400,本二
2021,北京,南京农业大学,本科批,不限,金融学,575,12490,400,本二
2021,北京,南京农业大学,本科批,不限,国际经济与贸易,574,12633,400,本二
2021,北京,南京农业大学,本科批,不限,公共管理类,574,12633,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),动物医学类（五年制）,573,12798,400,本二
2021,北京,南京农业大学,本科批,不限,社会学类,571,13109,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),植物保护,570,13253,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),园艺,569,13401,400,本二
2021,北京,南京农业大学,本科批,物理必选,计算机科学与技术,569,13401,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),食品科学与工程类,569,13401,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),环境科学与工程类,568,13571,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),农学,567,13770,400,本二
2021,北京,南京农业大学,本科批,物理必选,电子信息类,567,13770,400,本二
2021,北京,南京农业大学,本科批,物/化/生(3选1),动物科学,566,13923,400,本二
2021,北京,南京农业大学,本科批,物理必选,机械类,566,13923,400,本二
2021,北京,南京农业大学,本科批,物理必选,信息管理与信息系统,566,13923,400,本二
2021,北京,南京农业大学,本科批,物理必选,农业工程类,566,13923,400,本二
2021,北京,浙江大学,本科批,物理必选,理科试验班类（5300元，含数学与应用数学、信息与计算科学、统计学、物理学、心理学、信息管理与信息系统）,677,495,400,本二
2021,北京,浙江大学,本科批,物理必选,工科试验班（竺可桢学院图灵班）（6900元，含计算机科学与技术、信息安全、人工智能）,674,619,400,本二
2021,北京,浙江大学,本科批,物理必选,工科试验班（信息）（6000元，含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程、工业设计）,673,672,400,本二
2021,北京,浙江大学,本科批,物理必选,工科试验班（6000元，含车辆工程、能源与环境系统工程、机械工程、建筑学、城乡规划、土木、水利与交通工程、电气工程及其自动化、电子信息工程、工程力学、飞行器设计与工程、过程装备与控制工程。其中建筑学、城乡规划专业学制5年）,670,810,400,本二
2021,北京,浙江大学,本科批,不限,社会科学试验班（竺可桢学院人文社科实验班、智能财务班）（5300元，含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、行政管理、劳动与社会保障、土地资源管理、法学）,666,1014,400,本二
2021,北京,浙江大学,本科批,不限,社会科学试验班（5300元含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、行政管理、劳动与社会保障、土地资源管理、法学）,665,1087,400,本二
2021,北京,南京师范大学,本科批,不限,公共管理类,611,8329,400,本二
2021,北京,南京师范大学,本科批,不限,哲学,616,7542,400,本二
2021,北京,南京师范大学,本科批,物理/化学(2选1),生物工程,603,9765,400,本二
2021,北京,南京师范大学,本科批,物理必选,电气工程及其自动化,598,10699,400,本二
2021,北京,南京师范大学,本科批,不限,应用心理学（师范/非师范/创新实验班）,619,7037,400,本二
2021,北京,河海大学,本科批,物理必选,水利类（大禹强化班）,602,8398,400,本二
2021,北京,河海大学,本科批,物理必选,电气工程及其自动化,589,10295,400,本二
2021,北京,河海大学,本科批,物理必选,计算机科学与技术,587,10606,400,本二
2021,北京,河海大学,本科批,物理必选,软件工程,584,11096,400,本二
2021,北京,河海大学,本科批,物理必选,水利水电工程,584,11096,400,本二
2021,北京,河海大学,本科批,物理必选,给排水科学与工程,581,11540,400,本二
2021,北京,河海大学,本科批,不限,法学,580,11702,400,本二
2021,北京,河海大学,本科批,物理必选,人工智能,579,11843,400,本二
2021,北京,河海大学,本科批,物理必选,水文与水资源工程,579,11843,400,本二
2021,北京,河海大学,本科批,物理/化学(2选1),环境工程,578,12007,400,本二
2021,北京,河海大学,本科批,物理必选,智能科学与技术,578,12007,400,本二
2021,北京,河海大学,本科批,物理/化学(2选1),环境生态工程,577,12183,400,本二
2021,北京,河海大学,本科批,物理/化学(2选1),水务工程,577,12183,400,本二
2021,北京,河海大学,本科批,不限,广播电视学,577,12183,400,本二
2021,北京,河海大学,本科批,物理/化学(2选1),能源与动力工程,577,12183,400,本二
2021,北京,河海大学,本科批,不限,法语,576,12334,400,本二
2021,北京,河海大学,本科批,物理/化学(2选1),环境科学（中外合作办学）（中外合作办学）,569,13401,400,本二
2021,北京,河海大学,本科批,物理必选,机械工程（中外合作办学）（河海里尔学院）（中外合作办学）,565,14087,400,本二
2021,北京,河海大学,本科批,物理必选,土木工程（中外合作办学）（河海里尔学院）（中外合作办学）,564,14274,400,本二
2021,北京,中国药科大学,本科批,物/化/生(3选1),生物统计学,612,8147,400,本二
2021,北京,中国药科大学,本科批,物理/化学(2选1),化工与制药类,613,7999,400,本二
2021,北京,中国药科大学,本科批,物理/化学(2选1),药学类,616,7542,400,本二
2021,北京,中国药科大学,本科批,物理/化学(2选1),临床药学（中外合作办学）（五年制）（中外合作办学）,602,9999,400,本二
2021,北京,中国药科大学,本科批,物/化/生(3选1),生物技术,612,8147,400,本二
2021,北京,中国药科大学,本科批,物/化/生(3选1),生物制药,613,7999,400,本二
2021,北京,中国药科大学,本科批,物/化/生(3选1),生物制药（拔尖创新班）,614,7862,400,本二
2021,北京,中国药科大学,本科批,物/化/生(3选1),中药学类,611,8329,400,本二
2021,北京,中国药科大学,本科批,物理/化学(2选1),生物医药数据科学,614,7862,400,本二
2021,北京,中国药科大学,本科批,物理/化学(2选1),药学（拔尖创新班）,640,3925,400,本二
2021,北京,苏州大学,本科批,化学、生物(2科必选),临床医学（5+3一体化）（五年制）,632,5029,400,本二
2021,北京,苏州大学,本科批,化学必选,纳米材料与技术,627,5755,400,本二
2021,北京,苏州大学,本科批,物理必选,数据科学与大数据技术,622,6528,400,本二
2021,北京,苏州大学,本科批,物理必选,人工智能,624,6202,400,本二
2021,北京,苏州大学,本科批,物理必选,软件工程,623,6375,400,本二
2021,北京,苏州大学,本科批,不限,经济学,617,7361,400,本二
2021,北京,苏州大学,本科批,不限,哲学,617,7361,400,本二
2021,北京,苏州大学,本科批,不限,法学,618,7202,400,本二
2021,北京,苏州大学,本科批,不限,新闻传播学类,619,7037,400,本二
2021,北京,苏州大学,本科批,不限,汉语言文学（省拔尖人才培养基地）,620,6861,400,本二
2021,北京,重庆大学,本科批,物理必选,建筑类,630,4857,400,本二
2021,北京,重庆大学,本科批,物理必选,理科试验班（数学物理类）,625,5408,400,本二
2021,北京,重庆大学,本科批,物理必选,工科试验班（电气信息类）,625,5408,400,本二
2021,北京,重庆大学,本科批,不限,人文科学试验班（博雅类）,625,5408,400,本二
2021,北京,重庆大学,本科批,不限,人文科学试验班（法学新闻类）,625,5408,400,本二
2021,北京,重庆大学,本科批,物理必选,工科试验班（工程能源类）,622,5775,400,本二
2021,北京,重庆大学,本科批,物理必选,工商管理类,620,5999,400,本二
2021,北京,重庆大学,本科批,物理必选,电气工程及其自动化（中外合作办学）（中外合作办学）,613,6912,400,本二
2021,北京,重庆大学,本科批,物理必选,机械设计制造及其自动化（中外合作办学）（中外合作办学）,610,7296,400,本二
2021,北京,中国石油大学（华东）,本科批,物理、化学(2科必选),资源勘查工程,583,13611,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,软件工程,592,11858,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,智能感知工程,590,12247,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,测绘工程,589,12440,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,过程装备与控制工程,589,12440,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,石油工程,595,11275,400,本二
2021,北京,中国石油大学（华东）,本科批,物理/历史(2选1),会计学,598,10699,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,计算机科学与技术,592,11858,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,测控技术与仪器,588,12618,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,油气储运工程,591,12047,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,石油工程,595,11275,400,本二
2021,北京,中国石油大学（华东）,本科批,物理必选,勘查技术与工程,590,12247,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,计算机科学与技术（中外合作办学）（大数据）,591,12047,400,本二
2021,北京,中国地质大学（武汉）,本科批,不限,广播电视学,590,12247,400,本二
2021,北京,中国地质大学（武汉）,本科批,不限,英语,590,12247,400,本二
2021,北京,中国地质大学（武汉）,本科批,不限,工商管理类,596,11071,400,本二
2021,北京,中国地质大学（武汉）,本科批,不限,经济学类,594,11476,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,地质学类（菁英班）,594,11476,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,计算机类,601,10168,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,物理学,589,12440,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,测绘类（测绘与信息类）,589,12440,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,管理科学与工程类,590,12247,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,自动化类,595,11275,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,机械类,591,12047,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,地球物理学（国家拔尖计划）,589,12440,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,资源环境大数据工程,590,12247,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,石油工程,587,12792,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,地质类（资源能源）,587,12792,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,地质学类,589,12440,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理必选,地质学类（国家拔尖计划，国家理科基地班）,592,11858,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理、化学(2科必选),宝石及材料工艺学,582,13798,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理、化学(2科必选),大气科学,591,12047,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理、化学(2科必选),材料类,584,13397,400,本二
2021,北京,中国地质大学（武汉）,本科批,物理、化学(2科必选),地下水科学与工程（中外合作办学）,581,13996,400,本二
2021,北京,吉林大学,本科批,历史/地理(2选1),考古学,626,5895,400,本二
2021,北京,吉林大学,本科批,历史/地理(2选1),历史学,623,6375,400,本二
2021,北京,吉林大学,本科批,化学、生物(2科必选),临床医学（5+3一体化）（五年制）,635,4604,400,本二
2021,北京,吉林大学,本科批,物/化/生(3选1),生物工程类,629,5457,400,本二
2021,北京,吉林大学,本科批,物/化/生(3选1),生物科学类,630,5308,400,本二
2021,北京,吉林大学,本科批,物理、化学(2科必选),电子信息类,631,5161,400,本二
2021,北京,吉林大学,本科批,物理、化学(2科必选),数学类,636,4458,400,本二
2021,北京,吉林大学,本科批,物理、化学(2科必选),仿生科学与工程,625,6045,400,本二
2021,北京,吉林大学,本科批,物理、化学(2科必选),车辆工程,630,5308,400,本二
2021,北京,吉林大学,本科批,物理必选,软件工程,636,4458,400,本二
2021,北京,吉林大学,本科批,物理必选,网络空间安全,636,4458,400,本二
2021,北京,吉林大学,本科批,物理必选,物理学类,638,4192,400,本二
2021,北京,吉林大学,本科批,物理必选,自动化,638,4192,400,本二
2021,北京,吉林大学,本科批,不限,经济学（国别与区域经济）,628,5596,400,本二
2021,北京,吉林大学,本科批,不限,工商管理类,623,6375,400,本二
2021,北京,吉林大学,本科批,不限,外交学,627,5755,400,本二
2021,北京,吉林大学,本科批,不限,经济学类,625,6045,400,本二
2021,北京,吉林大学,本科批,历史/地理(2选1),考古学（匡亚明班，拔尖学生培养基地）,639,4070,400,本二
2021,北京,吉林大学,本科批,化学必选,化学类,632,5029,400,本二
2021,北京,吉林大学,本科批,物理、化学(2科必选),材料物理,627,5755,400,本二
2021,北京,吉林大学,本科批,物理必选,交通运输类,635,4604,400,本二
2021,北京,吉林大学,本科批,物理必选,通信工程,637,4325,400,本二
2021,北京,吉林大学,本科批,不限,经济学（国别与区域经济）,628,5596,400,本二
2021,北京,吉林大学,本科批,不限,工商管理类,623,6375,400,本二
2021,北京,吉林大学,本科批,不限,会计学,624,6202,400,本二
2021,北京,吉林大学,本科批,不限,外交学,627,5755,400,本二
2021,北京,吉林大学,本科批,不限,法学,634,4729,400,本二
2021,北京,吉林大学,本科批,不限,经济学类,625,6045,400,本二
2021,北京,吉林大学,本科批,不限,广播电视编导,619,7037,400,本二
2021,北京,中南大学,本科批,物理必选,计算机科学与技术（中外合作办学）（中南大学邓迪国际学院）（中外合作办学）,632,5029,400,本二
2021,北京,中南大学,本科批,化学、生物(2科必选),临床医学类（临床及口腔五年制医学类）,627,5755,400,本二
2021,北京,中南大学,本科批,物理、化学(2科必选),材料类（冶金材料类）,625,6045,400,本二
2021,北京,中南大学,本科批,物理必选,数学与应用数学（中外合作办学）（中南大学邓迪国际学院）（中外合作办学）,627,5755,400,本二
2021,北京,中南大学,本科批,化学、生物(2科必选),口腔医学（5+3一体化）（五年制）,629,5457,400,本二
2021,北京,中南大学,本科批,化学、生物(2科必选),临床医学（八年制）,629,5457,400,本二
2021,北京,中南大学,本科批,不限,金融学类（经济管理类）,629,5457,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,自动化（中外合作办学）（中外合作办学）,607,9032,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,船舶与海洋工程（中外合作办学）（中外合作办学）,602,9999,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,电子信息类,617,7361,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,软件工程（国家特色示范学院）,615,7700,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,计算机类,621,6691,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,能源动力类,614,7862,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,航空航天类,615,7700,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,水声工程（中外合作办学）（中外合作办学）,609,8692,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,轮机工程（中外合作办学）（中外合作办学）,602,9999,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,核工程与核技术,614,7862,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,智能制造工程,614,7862,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,水声工程（含水声、水声电子、海洋信息3个专业）,618,7202,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,自动化类,619,7037,400,本二
2021,北京,哈尔滨工程大学,本科批,物理必选,海洋工程类,618,7202,400,本二
2021,北京,上海交通大学,本科批,物理必选,电子信息类（中外合作办学）（交大密西根学院、未来技术学院）（7含机械工程、电子与计算机工程、材料科学与工程。只录取有该专业志愿的考生）（中外合作办学）,677,495,400,本二
2021,北京,上海交通大学,本科批,物理必选,电子信息类（IEEE试点班， 含双学士学位项目）（6500元，含自动化、信息工程、计算机科学与技术、信息安全。含电子信息类（IEEE试点班） 数学与应用数学双学士学位项目）,677,495,400,本二
2021,北京,上海交通大学,本科批,物理必选,理科试验班类（含致远，李政道、吴文俊班，双学士学位项目）（含数学与应用数学、统计学、物理学、应用物理学、天文学。含物理学电子科学与技术双学士学位项目）,675,581,400,本二
2021,北京,上海交通大学,本科批,物理必选,人工智能（卓越人才试点班）,675,581,400,本二
2021,北京,上海交通大学,本科批,物理必选,电子信息类（6500元，含自动化、信息工程、电子科学与技术、计算机科学与技术、测控技术与仪器、电气工程及其自动化、信息安全、软件工程、微电子科学与工程）,672,725,400,本二
2021,北京,上海交通大学,本科批,不限,法学试验班（含双学士学位项目）（含法学。含法学经济学双学士学位项目）,669,863,400,本二
2021,北京,山东大学,本科批,物/化/生(3选1),环境科学与工程类,631,5161,400,本二
2021,北京,山东大学,本科批,物理必选,网络空间安全,642,3697,400,本二
2021,北京,山东大学,本科批,物理必选,电子信息类（通信电子与光电）,643,3563,400,本二
2021,北京,山东大学,本科批,物理必选,计算机类（软件数媒与大数据）,642,3697,400,本二
2021,北京,山东大学,本科批,物理必选,自动化类,642,3697,400,本二
2021,北京,山东大学,本科批,物理必选,物理学类,643,3563,400,本二
2021,北京,山东大学,本科批,不限,法学类,639,4070,400,本二
2021,北京,山东大学,本科批,不限,新闻传播学类,632,5029,400,本二
2021,北京,山东大学,本科批,不限,外国语言文学类,632,5029,400,本二
2021,北京,山东大学,本科批,不限,经济学类,633,4881,400,本二
2021,北京,山东大学,本科批,不限,外国语言文学类,632,5029,400,本二
2021,北京,山东大学,本科批,不限,中国语言文学类,646,3224,400,本二
2021,北京,山东大学,本科批,不限,经济学类,633,4881,400,本二
2021,北京,山东大学,本科批,物/化/生(3选1),生物科学类,635,4604,400,本二
2021,北京,山东大学,本科批,物理必选,网络空间安全,642,3697,400,本二
2021,北京,山东大学,本科批,物理必选,电子信息类（通信电子与光电）,643,3563,400,本二
2021,北京,山东大学,本科批,物理必选,电气工程及其自动化,644,3455,400,本二
2021,北京,山东大学,本科批,物理必选,机械类,640,3925,400,本二
2021,北京,山东大学,本科批,不限,法学类,639,4070,400,本二
2021,北京,华中科技大学,本科批,物/化/生(3选1),生物科学（国家科教协同计划贝时璋菁英班）,662,1723,400,本二
2021,北京,华中科技大学,本科批,物理必选,计算机科学与技术（计算机卓越计划实验班）,662,1723,400,本二
2021,北京,华中科技大学,本科批,物理必选,人工智能（启明本硕博实验班）,659,1944,400,本二
2021,北京,华中科技大学,本科批,物理必选,计算机类（网安学院）,658,2033,400,本二
2021,北京,华中科技大学,本科批,物理必选,计算机类（计算机学院）,658,2033,400,本二
2021,北京,华中科技大学,本科批,物理必选,电子信息类（光电学院）,658,2033,400,本二
2021,北京,华中科技大学,本科批,化学、生物(2科必选),临床医学（本博贯通培养）（八年制）,656,2202,400,本二
2021,北京,华中科技大学,本科批,物理必选,物理学（严济慈物理学英才班）,656,2202,400,本二
2021,北京,华中科技大学,本科批,物理必选,自动化类,656,2202,400,本二
2021,北京,华中科技大学,本科批,物理必选,软件工程,656,2202,400,本二
2021,北京,华中科技大学,本科批,物理必选,电气工程及其自动化（启明本硕博实验班）,655,2297,400,本二
2021,北京,华中科技大学,本科批,物理必选,电子信息类（电信学院）,655,2297,400,本二
2021,北京,华中科技大学,本科批,物理必选,电气工程及其自动化,655,2297,400,本二
2021,北京,华中科技大学,本科批,物理必选,数学类,654,2375,400,本二
2021,北京,华中科技大学,本科批,物理必选,机械类,654,2375,400,本二
2021,北京,华中科技大学,本科批,物理必选,材料成型及控制工程（启明本硕博实验班）,653,2465,400,本二
2021,北京,华中科技大学,本科批,物理必选,经济学类,653,2465,400,本二
2021,北京,华中科技大学,本科批,物理必选,材料类,653,2465,400,本二
2021,北京,华中科技大学,本科批,物理必选,物理学类,653,2465,400,本二
2021,北京,华中科技大学,本科批,化学、生物(2科必选),临床医学类（五年制）,648,2940,400,本二
2021,北京,华中科技大学,本科批,不限,新闻传播学类,647,3036,400,本二
2021,北京,华中科技大学,本科批,物/史/地(3选1),建筑类（智慧建筑规划试验班）（五年制）,646,3136,400,本二
2021,北京,华中科技大学,本科批,不限,公共管理类,642,3533,400,本二
2021,北京,华中科技大学,本科批,物/化/生(3选1),生物科学（中外合作办学）（中外合作办学）,622,5775,400,本二
2021,北京,武汉理工大学,本科批,物理必选,工业设计,603,9765,400,本二
2021,北京,武汉理工大学,本科批,物理必选,信息管理与信息系统,607,9032,400,本二
2021,北京,武汉理工大学,本科批,物理必选,自动化类,609,8692,400,本二
2021,北京,武汉理工大学,本科批,物理必选,计算机类,616,7542,400,本二
2021,北京,武汉理工大学,本科批,物理必选,电子信息类,610,8522,400,本二
2021,北京,武汉理工大学,本科批,物理必选,土木类,604,9574,400,本二
2021,北京,武汉理工大学,本科批,物理必选,机械类（智能制造）,608,8860,400,本二
2021,北京,武汉理工大学,本科批,物理必选,机械类（车辆）,606,9197,400,本二
2021,北京,武汉理工大学,本科批,物理必选,交通运输类,604,9574,400,本二
2021,北京,武汉理工大学,本科批,物理必选,道路桥梁与渡河工程,609,8692,400,本二
2021,北京,武汉理工大学,本科批,物理必选,材料类,611,8329,400,本二
2021,北京,武汉理工大学,本科批,不限,经济学类,598,10699,400,本二
2021,北京,武汉理工大学,本科批,不限,工商管理类,600,10348,400,本二
2021,北京,武汉理工大学,本科批,物理必选,车辆工程（中外合作办学）,592,11858,400,本二
